Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID
UP000198528	Parafannyhessea umbonata	604330	1943	C:98.9%[S:98.7%,D:0.2%],F:0.0%,M:1.1%,n:548	Unknown	GCA_900101655.1
UP000198534	Marininema mesophilum	1048340	3137	C:95.8%[S:95.3%,D:0.4%],F:0.9%,M:3.3%,n:450	Unknown	GCA_900106775.1
UP000198539	Roseicitreum antarcticum	564137	4002	C:98.2%[S:98.2%,D:0.0%],F:0.1%,M:1.7%,n:833	Unknown	GCA_900107025.1
UP000198541	Actinomyces ruminicola	332524	2555	C:97.6%[S:97.6%,D:0.0%],F:0.7%,M:1.7%,n:292	Unknown	GCA_900103885.1
UP000198546	Auraticoccus monumenti	675864	4049	C:98.0%[S:97.7%,D:0.3%],F:0.0%,M:2.0%,n:649	Unknown	GCA_900101785.1
UP000198577	Caldicoprobacter faecalis	937334	2413	C:97.3%[S:97.3%,D:0.0%],F:1.1%,M:1.5%,n:264	Unknown	GCA_900115765.1
UP000198583	Lentzea waywayandensis	84724	9326	C:100.0%[S:99.3%,D:0.7%],F:0.0%,M:0.0%,n:292	Unknown	GCA_900115955.1
UP000198597	Clostridium gasigenes	94869	3849	C:99.6%[S:98.5%,D:1.1%],F:0.0%,M:0.4%,n:264	Unknown	GCA_900104115.1
UP000198598	Spirosoma endophyticum	662367	7570	C:99.6%[S:99.1%,D:0.5%],F:0.3%,M:0.1%,n:768	Unknown	GCA_900112365.1
UP000198600	Pseudomonas mucidolens	46679	5173	C:99.5%[S:99.2%,D:0.3%],F:0.0%,M:0.5%,n:782	Unknown	GCA_900106045.1
UP000198605	Micromonospora chersina	47854	6063	C:99.0%[S:97.9%,D:1.0%],F:0.3%,M:0.7%,n:292	Unknown	GCA_900091475.1
UP000198607	Propionivibrio dicarboxylicus	83767	4057	C:96.1%[S:95.8%,D:0.4%],F:0.5%,M:3.3%,n:569	Unknown	GCA_900099695.1
UP000198615	Thalassobaculum litoreum DSM 18839	1123362	4959	C:99.5%[S:98.7%,D:0.8%],F:0.2%,M:0.3%,n:617	Unknown	GCA_900102465.1
UP000198625	Proteiniborus ethanoligenes	415015	2950	C:98.1%[S:97.3%,D:0.8%],F:0.8%,M:1.1%,n:264	Unknown	GCA_900107485.1
UP000198634	Thalassovita taeanensis	657014	3839	C:99.6%[S:99.3%,D:0.4%],F:0.0%,M:0.4%,n:833	Unknown	GCA_900110775.1
UP000198635	Desulfomicrobium apsheronum	52560	3741	C:98.3%[S:97.7%,D:0.6%],F:0.3%,M:1.4%,n:777	Unknown	GCA_900114115.1
UP000198648	Flavobacterium urocaniciphilum	1299341	2554	C:99.7%[S:99.7%,D:0.0%],F:0.1%,M:0.1%,n:733	Unknown	GCA_900110615.1
UP000198649	Nocardioides psychrotolerans	1005945	4410	C:99.1%[S:98.5%,D:0.6%],F:0.2%,M:0.8%,n:649	Unknown	GCA_900113685.1
UP000198650	Parageobacillus thermantarcticus	186116	3562	C:99.1%[S:99.1%,D:0.0%],F:0.4%,M:0.4%,n:450	Unknown	GCA_900111865.1
UP000198651	Candidatus Ichthyocystis hellenicum	1561003	1563	C:60.2%[S:60.0%,D:0.1%],F:1.6%,M:38.2%,n:688	Unknown	GCA_001460935.1
UP000198662	Glycomyces sambucus	380244	5037	C:97.6%[S:96.9%,D:0.7%],F:0.0%,M:2.4%,n:292	Unknown	GCA_900102815.1
UP000198668	Pisciglobus halotolerans	745365	2245	C:98.8%[S:98.8%,D:0.0%],F:0.0%,M:1.2%,n:402	Unknown	GCA_900113675.1
UP000198672	Allochromatium warmingii (Chromatium warmingii)	61595	2689	C:96.8%[S:96.8%,D:0.0%],F:0.2%,M:3.1%,n:652	Unknown	GCA_900107145.1
UP000198675	Pseudomonas sihuiensis	1274359	4976	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:782	Unknown	GCA_900106015.1
UP000198677	Rhodococcus maanshanensis	183556	5164	C:99.9%[S:99.2%,D:0.7%],F:0.1%,M:0.0%,n:743	Unknown	GCA_900109405.1
UP000198680	Geodermatophilus siccatus	1137991	4872	C:98.3%[S:97.9%,D:0.3%],F:0.0%,M:1.7%,n:292	Unknown	GCA_900103785.1
UP000198683	Nonomuraea maritima	683260	7903	C:99.0%[S:98.2%,D:0.8%],F:0.4%,M:0.6%,n:1162	Standard	GCA_900100395.1
UP000198688	Actinoplanes derwentensis	113562	9207	C:99.3%[S:97.6%,D:1.7%],F:0.0%,M:0.7%,n:292	Unknown	GCA_900104725.1
UP000198697	Hymenobacter actinosclerus	82805	3677	C:99.7%[S:99.3%,D:0.4%],F:0.1%,M:0.1%,n:768	Unknown	GCA_900111515.1
UP000198703	Rubrimonas cliftonensis	89524	4574	C:97.4%[S:97.1%,D:0.2%],F:0.6%,M:2.0%,n:833	Unknown	GCA_900107585.1
UP000198705	Bizionia echini	649333	3009	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:733	Unknown	GCA_900115185.1
UP000198706	Pseudomonas indica	137658	5180	C:99.4%[S:99.2%,D:0.1%],F:0.3%,M:0.4%,n:782	Unknown	GCA_900100285.1
UP000198716	Actinopolyspora alba	673379	4690	C:98.6%[S:98.6%,D:0.0%],F:0.3%,M:1.0%,n:292	Unknown	GCA_900112765.1
UP000198718	Natronincola ferrireducens	393762	2920	C:99.6%[S:98.4%,D:1.2%],F:0.0%,M:0.4%,n:247	Unknown	GCA_900100845.1
UP000198729	Nitrosomonas mobilis	51642	3034	C:97.0%[S:96.7%,D:0.3%],F:0.1%,M:2.8%,n:738	Unknown	GCA_900103035.1
UP000198734	Psychrobacillus psychrotolerans	126156	3550	C:99.1%[S:98.9%,D:0.2%],F:0.0%,M:0.9%,n:450	Unknown	GCA_900115805.1
UP000198736	Candidatus Nitrospira nitrificans	1742973	4434	C:96.8%[S:96.0%,D:0.8%],F:2.4%,M:0.8%,n:124	Unknown	GCA_001458775.1
UP000198741	Nakamurella panacisegetis	1090615	4387	C:97.9%[S:97.6%,D:0.3%],F:0.7%,M:1.4%,n:292	Unknown	GCA_900104535.1
UP000198742	Nocardioides exalbidus	402596	4322	C:99.2%[S:98.9%,D:0.3%],F:0.2%,M:0.6%,n:649	Unknown	GCA_900105585.1
UP000198744	Syntrophus gentianae	43775	3382	C:96.5%[S:95.4%,D:1.2%],F:0.8%,M:2.7%,n:259	Unknown	GCA_900109885.1
UP000198748	Dyadobacter soli	659014	7284	C:99.2%[S:98.6%,D:0.7%],F:0.0%,M:0.8%,n:768	Unknown	GCA_900101885.1
UP000198749	Amphritea atlantica	355243	4348	C:99.0%[S:98.4%,D:0.6%],F:0.2%,M:0.8%,n:619	Unknown	GCA_900111095.1
UP000198751	Pseudarthrobacter equi	728066	3990	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:537	Outlier (high value)	GCA_900105535.1
UP000198756	Algoriphagus alkaliphilus	279824	4321	C:99.5%[S:99.5%,D:0.0%],F:0.0%,M:0.5%,n:768	Unknown	GCA_900103735.1
UP000198757	Niabella drilacis (strain DSM 25811 / CCM 8410 / CCUG 62505 / LMG 26954 / E90)	1285928	5113	C:97.3%[S:96.5%,D:0.7%],F:1.2%,M:1.5%,n:402	Unknown	GCA_900101395.1
UP000198760	Kosakonia radicincitans	283686	5200	C:99.5%[S:99.3%,D:0.2%],F:0.0%,M:0.5%,n:440	Unknown	GCA_900116465.1
UP000198765	Micromonospora narathiwatensis	299146	5762	C:98.6%[S:97.6%,D:1.0%],F:0.7%,M:0.7%,n:292	Unknown	GCA_900089605.1
UP000198771	Desulfonatronum thiosulfatophilum	617002	3184	C:97.8%[S:97.2%,D:0.6%],F:0.4%,M:1.8%,n:777	Unknown	GCA_900104215.1
UP000198773	Alkalimonas amylolytica	152573	3615	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:366	Unknown	GCA_900107845.1
UP000198785	Sphingobacterium wenxiniae	683125	3412	C:97.4%[S:97.2%,D:0.2%],F:0.0%,M:2.6%,n:1068	Unknown	GCA_900116225.1
UP000198790	Algoriphagus aquimarinus	237018	4362	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:768	Unknown	GCA_900112005.1
UP000198797	Micromonospora matsumotoense	121616	6623	C:98.6%[S:96.6%,D:2.1%],F:0.7%,M:0.7%,n:292	Close to standard (high value)	GCA_900091525.1
UP000198802	Parafrankia irregularis	795642	7768	C:97.3%[S:96.6%,D:0.7%],F:0.3%,M:2.4%,n:292	Unknown	GCA_001536285.1
UP000198806	Anaerocolumna aminovalerica	1527	4029	C:99.6%[S:99.2%,D:0.4%],F:0.4%,M:0.0%,n:247	Unknown	GCA_900115365.1
UP000198816	Thiocapsa roseopersicina	1058	4865	C:99.8%[S:99.5%,D:0.3%],F:0.2%,M:0.0%,n:652	Unknown	GCA_900106925.1
UP000198820	Psychroflexus halocasei	908615	2462	C:98.6%[S:98.6%,D:0.0%],F:0.3%,M:1.1%,n:733	Unknown	GCA_900107595.1
UP000198822	Agrococcus jejuensis	399736	3218	C:98.7%[S:98.1%,D:0.6%],F:0.4%,M:0.9%,n:537	Unknown	GCA_900099705.1
UP000198825	Microlunatus sagamiharensis	546874	3981	C:97.2%[S:97.1%,D:0.2%],F:0.2%,M:2.6%,n:649	Unknown	GCA_900105785.1
UP000198832	Nocardioides terrae	574651	3705	C:98.5%[S:98.3%,D:0.2%],F:0.2%,M:1.4%,n:649	Unknown	GCA_900112345.1
UP000198846	Bizionia paragorgiae	283786	2859	C:99.7%[S:99.3%,D:0.4%],F:0.1%,M:0.1%,n:733	Unknown	GCA_900107625.1
UP000198847	Propionispora vibrioides	112903	4126	C:96.9%[S:95.5%,D:1.4%],F:0.3%,M:2.9%,n:796	Unknown	GCA_900110485.1
UP000198851	Shimia haliotis	1280847	3892	C:99.4%[S:99.4%,D:0.0%],F:0.1%,M:0.5%,n:833	Unknown	GCA_900114415.1
UP000198854	Vibrio xiamenensis	861298	4859	C:99.5%[S:98.9%,D:0.6%],F:0.2%,M:0.3%,n:1445	Unknown	GCA_900100015.1
UP000198858	Christiangramia echinicola	279359	3136	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:733	Unknown	GCA_900105035.1
UP000198859	Nocardioides scoriae	642780	3781	C:99.1%[S:98.2%,D:0.9%],F:0.0%,M:0.9%,n:649	Unknown	GCA_900104965.1
UP000198862	Pseudoalteromonas denitrificans DSM 6059	1123010	5332	C:99.6%[S:98.7%,D:1.0%],F:0.0%,M:0.4%,n:820	Unknown	GCA_900112265.1
UP000198866	Paraburkholderia diazotrophica	667676	7930	C:100.0%[S:99.0%,D:1.0%],F:0.0%,M:0.0%,n:688	Unknown	GCA_900108945.1
UP000198878	Amycolatopsis pretoriensis	218821	9805	C:99.0%[S:97.6%,D:1.4%],F:1.0%,M:0.0%,n:292	Close to standard (high value)	GCA_900107925.1
UP000198894	Mesorhizobium muleiense	1004279	6556	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:639	Close to standard (high value)	GCA_900099905.1
UP000198897	Halobacillus alkaliphilus	396056	4024	C:99.6%[S:99.3%,D:0.2%],F:0.4%,M:0.0%,n:450	Standard	GCA_900113125.1
UP000198906	Micromonospora inyonensis	47866	5702	C:98.6%[S:97.6%,D:1.0%],F:0.7%,M:0.7%,n:292	Unknown	GCA_900091415.1
UP000198914	Jannaschia faecimaris	1244108	3828	C:99.5%[S:99.4%,D:0.1%],F:0.1%,M:0.4%,n:833	Unknown	GCA_900107415.1
UP000198924	Methylophaga sulfidovorans	45496	2902	C:99.4%[S:99.2%,D:0.2%],F:0.0%,M:0.6%,n:491	Close to standard (low value)	GCA_900114205.1
UP000198926	Yoonia litorea	1123755	3293	C:99.8%[S:99.6%,D:0.1%],F:0.0%,M:0.2%,n:833	Outlier (low value)	GCA_900114675.1
UP000198929	Corynebacterium cystitidis DSM 20524	1121357	2787	C:98.3%[S:98.3%,D:0.0%],F:0.3%,M:1.5%,n:743	Outlier (high value)	GCA_900111265.1
UP000198931	Halpernia frigidisoli	1125876	2760	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:733	Unknown	GCA_900113805.1
UP000198935	Evansella caseinilytica	1503961	5197	C:98.9%[S:98.4%,D:0.4%],F:0.4%,M:0.7%,n:450	Unknown	GCA_900107275.1
UP000198942	Mucilaginibacter gossypiicola	551995	6863	C:97.9%[S:96.1%,D:1.9%],F:0.4%,M:1.7%,n:1068	Unknown	GCA_900110105.1
UP000198948	Isobaculum melis	142588	2700	C:99.0%[S:98.3%,D:0.7%],F:0.0%,M:1.0%,n:402	Unknown	GCA_900111355.1
UP000198963	Winogradskyella sediminis	1382466	3162	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:733	Close to standard (high value)	GCA_900105425.1
UP000198964	Sunxiuqinia elliptica	655355	4090	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:538	Unknown	GCA_900113005.1
UP000198968	Candidatus Pantoea varia	1881036	4339	C:99.8%[S:99.3%,D:0.5%],F:0.0%,M:0.2%,n:440	Unknown	GCA_900115075.1
UP000198975	Kosakonia oryzendophytica	1005665	4482	C:99.5%[S:99.3%,D:0.2%],F:0.0%,M:0.5%,n:440	Close to standard (low value)	GCA_900094925.1
UP000198977	Sulfitobacter brevis	74348	4154	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.2%,n:833	Unknown	GCA_900112755.1
UP000198979	Anoxybacillus pushchinoensis	150248	2802	C:99.3%[S:99.3%,D:0.0%],F:0.2%,M:0.4%,n:450	Standard	GCA_900111795.1
UP000198981	Klenkia marina	1960309	4049	C:99.3%[S:99.0%,D:0.3%],F:0.0%,M:0.7%,n:292	Unknown	GCA_900101025.1
UP000198983	Actinopolymorpha singaporensis	117157	5596	C:96.1%[S:95.4%,D:0.8%],F:0.3%,M:3.5%,n:649	Unknown	GCA_900104745.1
UP000198990	Maribacter orientalis	228957	3693	C:99.7%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:733	Unknown	GCA_900109345.1
UP000198994	Salipiger thiooxidans	282683	5563	C:99.9%[S:99.8%,D:0.1%],F:0.1%,M:0.0%,n:833	Unknown	GCA_900102075.1
UP000198995	Peptococcus niger	2741	1844	C:93.9%[S:93.6%,D:0.4%],F:2.3%,M:3.8%,n:264	Unknown	GCA_900101835.1
UP000199006	Halanaerobium salsuginis	29563	2783	C:93.9%[S:92.7%,D:1.2%],F:0.8%,M:5.3%,n:247	Unknown	GCA_900114545.1
UP000199008	Lacicoccus qingdaonensis	576118	2714	C:97.8%[S:97.8%,D:0.0%],F:0.7%,M:1.6%,n:450	Unknown	GCA_900101075.1
UP000199009	Microbacterium pygmaeum	370764	3412	C:100.0%[S:99.6%,D:0.4%],F:0.0%,M:0.0%,n:537	Unknown	GCA_900100885.1
UP000199011	Xenorhabdus japonica	53341	3197	C:99.8%[S:99.5%,D:0.2%],F:0.2%,M:0.0%,n:440	Unknown	GCA_900115195.1
UP000199017	Alteribacillus bidgolensis	930129	4578	C:98.9%[S:97.8%,D:1.1%],F:0.2%,M:0.9%,n:450	Unknown	GCA_900099745.1
UP000199034	Nocardioides lianchengensis	1045774	5063	C:98.8%[S:98.0%,D:0.8%],F:0.8%,M:0.5%,n:649	Unknown	GCA_900101465.1
UP000199042	Trichococcus collinsii	157076	3018	C:98.8%[S:98.3%,D:0.5%],F:0.7%,M:0.5%,n:402	Unknown	GCA_900107505.1
UP000199046	Kushneria avicenniae	402385	3233	C:99.4%[S:99.2%,D:0.2%],F:0.0%,M:0.6%,n:619	Unknown	GCA_900112585.1
UP000199047	Leuconostoc inhae	178001	2085	C:96.8%[S:96.3%,D:0.5%],F:1.0%,M:2.2%,n:402	Unknown	GCA_900016165.1
UP000199050	Paenibacillus typhae	1174501	5938	C:99.6%[S:99.6%,D:0.0%],F:0.2%,M:0.2%,n:450	Unknown	GCA_900099765.1
UP000199053	Maridesulfovibrio ferrireducens	246191	3377	C:99.9%[S:99.5%,D:0.4%],F:0.0%,M:0.1%,n:777	Unknown	GCA_900101105.1
UP000199054	Paracoccus alcaliphilus	34002	4561	C:98.4%[S:98.1%,D:0.4%],F:0.2%,M:1.3%,n:833	Unknown	GCA_900110285.1
UP000199064	Nitratireductor aquibiodomus	204799	4041	C:99.8%[S:99.7%,D:0.2%],F:0.0%,M:0.2%,n:639	Unknown	GCA_900105565.1
UP000199068	Romboutsia lituseburensis DSM 797	1121325	3588	C:100.0%[S:98.8%,D:1.2%],F:0.0%,M:0.0%,n:247	Close to standard (low value)	GCA_900103615.1
UP000199071	Bauldia litoralis	665467	4760	C:98.9%[S:98.6%,D:0.3%],F:0.2%,M:0.9%,n:639	Unknown	GCA_900104485.1
UP000199072	Mucilaginibacter pineti	1391627	6283	C:97.6%[S:95.5%,D:2.1%],F:0.3%,M:2.2%,n:1068	Unknown	GCA_900101875.1
UP000199075	Halomonas shengliensis	419597	3278	C:99.7%[S:99.7%,D:0.0%],F:0.2%,M:0.2%,n:619	Unknown	GCA_900104135.1
UP000199077	Pedococcus dokdonensis	443156	3628	C:98.7%[S:96.3%,D:2.4%],F:0.2%,M:1.1%,n:537	Unknown	GCA_900104525.1
UP000199086	Raineyella antarctica	1577474	3410	C:96.9%[S:95.8%,D:1.1%],F:0.5%,M:2.6%,n:649	Outlier (high value)	GCA_900092135.1
UP000199092	Friedmanniella luteola	546871	4260	C:98.5%[S:97.4%,D:1.1%],F:0.0%,M:1.5%,n:649	Unknown	GCA_900105065.1
UP000199093	Salipiger marinus	555512	5375	C:99.5%[S:98.7%,D:0.8%],F:0.2%,M:0.2%,n:833	Unknown	GCA_900100085.1
UP000199101	Rhizobium multihospitium	410764	6788	C:99.3%[S:99.0%,D:0.3%],F:0.1%,M:0.7%,n:1937	Standard	GCA_900094585.1
UP000199103	Microlunatus soli	630515	6014	C:98.2%[S:97.4%,D:0.8%],F:0.0%,M:1.8%,n:649	Unknown	GCA_900105385.1
UP000199107	Franzmannia pantelleriensis	48727	4041	C:99.7%[S:99.7%,D:0.0%],F:0.3%,M:0.0%,n:619	Unknown	GCA_900102875.1
UP000199109	Pricia antarctica	641691	4172	C:98.8%[S:98.6%,D:0.1%],F:0.1%,M:1.1%,n:733	Unknown	GCA_900101815.1
UP000199111	Streptosporangium canum	324952	8507	C:99.1%[S:98.5%,D:0.7%],F:0.4%,M:0.4%,n:1162	Unknown	GCA_900113865.1
UP000199125	Paracoccus alkenifer	65735	2994	C:97.2%[S:96.6%,D:0.6%],F:0.1%,M:2.6%,n:833	Unknown	GCA_900108405.1
UP000199138	Pustulibacterium marinum	1224947	3719	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:733	Unknown	GCA_900116665.1
UP000199144	Shimia aestuarii	254406	4052	C:99.8%[S:99.6%,D:0.1%],F:0.1%,M:0.1%,n:833	Unknown	GCA_900114635.1
UP000199150	Asticcacaulis taihuensis	260084	3569	C:99.1%[S:98.6%,D:0.5%],F:0.2%,M:0.7%,n:432	Standard	GCA_900100255.1
UP000199159	Litchfieldia salsa	930152	4559	C:99.6%[S:99.3%,D:0.2%],F:0.2%,M:0.2%,n:450	Unknown	GCA_900104555.1
UP000199163	Alteribacillus persepolensis	568899	3572	C:99.3%[S:98.9%,D:0.4%],F:0.0%,M:0.7%,n:450	Unknown	GCA_900099605.1
UP000199165	Actinopolyspora righensis	995060	4397	C:98.6%[S:98.6%,D:0.0%],F:1.0%,M:0.3%,n:292	Unknown	GCA_900116555.1
UP000199182	Acetanaerobacterium elongatum	258515	2758	C:98.9%[S:98.9%,D:0.0%],F:0.4%,M:0.8%,n:264	Unknown	GCA_900103835.1
UP000199183	Paramicrobacterium humi	640635	3206	C:99.3%[S:98.7%,D:0.6%],F:0.0%,M:0.7%,n:537	Unknown	GCA_900105715.1
UP000199203	Epilithonimonas hungarica	454006	3591	C:99.6%[S:99.6%,D:0.0%],F:0.3%,M:0.1%,n:733	Outlier (low value)	GCA_900102265.1
UP000199206	Sphingomonas gellani	1166340	3624	C:99.4%[S:99.4%,D:0.0%],F:0.1%,M:0.5%,n:1018	Unknown	GCA_900110035.1
UP000199214	Sphingomonas palmae	1855283	3122	C:99.4%[S:99.3%,D:0.1%],F:0.2%,M:0.4%,n:1018	Unknown	GCA_900109565.1
UP000199226	Daejeonella rubra	990371	3697	C:97.6%[S:96.9%,D:0.7%],F:0.0%,M:2.4%,n:1068	Unknown	GCA_900103545.1
UP000199229	Methylobacterium gossipiicola	582675	4215	C:99.5%[S:99.5%,D:0.0%],F:0.3%,M:0.2%,n:639	Unknown	GCA_900113485.1
UP000199230	Tindallia californiensis	159292	2832	C:99.2%[S:99.2%,D:0.0%],F:0.4%,M:0.4%,n:247	Unknown	GCA_900107405.1
UP000199239	Sulfitobacter marinus	394264	3434	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:833	Unknown	GCA_900116285.1
UP000199249	Hymenobacter psychrophilus	651662	4175	C:99.9%[S:99.6%,D:0.3%],F:0.1%,M:0.0%,n:768	Unknown	GCA_900107135.1
UP000199268	Weissella bombi	1505725	1737	C:98.8%[S:98.5%,D:0.2%],F:0.2%,M:1.0%,n:402	Unknown	GCA_900094835.1
UP000199280	Trichococcus ilyis	640938	2809	C:99.0%[S:98.5%,D:0.5%],F:0.2%,M:0.7%,n:402	Unknown	GCA_900109135.1
UP000199283	Jannaschia helgolandensis	188906	3471	C:99.9%[S:99.8%,D:0.1%],F:0.0%,M:0.1%,n:833	Unknown	GCA_900109285.1
UP000199286	Citreimonas salinaria	321339	4109	C:99.2%[S:98.1%,D:1.1%],F:0.1%,M:0.7%,n:833	Standard	GCA_900107235.1
UP000199300	Amphibacillus marinus	872970	3270	C:96.4%[S:96.2%,D:0.2%],F:0.0%,M:3.6%,n:450	Unknown	GCA_900110345.1
UP000199309	Megasphaera paucivorans	349095	2723	C:97.7%[S:97.7%,D:0.0%],F:0.5%,M:1.8%,n:218	Unknown	GCA_900103535.1
UP000199312	Lutibacter maritimus	593133	3053	C:99.6%[S:99.5%,D:0.1%],F:0.1%,M:0.3%,n:733	Unknown	GCA_900116115.1
UP000199317	Paracidovorax cattleyae	80868	5082	C:99.7%[S:99.7%,D:0.0%],F:0.1%,M:0.1%,n:688	Unknown	GCA_900104515.1
UP000199322	Geotoga petraea	28234	2070	C:93.7%[S:92.8%,D:0.8%],F:0.1%,M:6.2%,n:713	Unknown	GCA_900102615.1
UP000199323	Actinacidiphila alni	380248	7062	C:99.3%[S:98.8%,D:0.5%],F:0.2%,M:0.5%,n:1579	Unknown	GCA_900112845.1
UP000199328	Meinhardsimonia xiamenensis	990712	3011	C:98.1%[S:98.1%,D:0.0%],F:0.5%,M:1.4%,n:833	Unknown	GCA_900102905.1
UP000199334	Tenuibacillus multivorans	237069	3018	C:97.6%[S:97.6%,D:0.0%],F:0.0%,M:2.4%,n:450	Unknown	GCA_900103915.1
UP000199337	Desulfotruncus arcticus DSM 17038	1121424	5051	C:96.2%[S:95.1%,D:1.1%],F:0.4%,M:3.4%,n:264	Unknown	GCA_900113335.1
UP000199339	Marinobacter pelagius	379482	3467	C:91.3%[S:90.5%,D:0.8%],F:0.9%,M:7.8%,n:782	Unknown	GCA_900114925.1
UP000199340	Lutimaribacter saemankumensis	490829	3753	C:99.8%[S:99.8%,D:0.0%],F:0.2%,M:0.0%,n:833	Unknown	GCA_900100005.1
UP000199350	Corynebacterium mycetoides	38302	2008	C:99.3%[S:98.1%,D:1.2%],F:0.1%,M:0.5%,n:743	Unknown	GCA_900103625.1
UP000199352	Lentzea xinjiangensis	402600	8215	C:99.3%[S:98.6%,D:0.7%],F:0.7%,M:0.0%,n:292	Unknown	GCA_900110955.1
UP000199360	Micromonospora humi	745366	6053	C:99.0%[S:97.9%,D:1.0%],F:0.3%,M:0.7%,n:292	Unknown	GCA_900090105.1
UP000199371	Rheinheimera pacifica	173990	4088	C:95.2%[S:94.5%,D:0.8%],F:0.2%,M:4.6%,n:652	Unknown	GCA_900108485.1
UP000199376	Fructobacillus durionis	283737	1250	C:96.0%[S:95.5%,D:0.5%],F:0.0%,M:4.0%,n:402	Unknown	GCA_900112405.1
UP000199382	Aliiruegeria lutimaris	571298	5650	C:99.6%[S:99.0%,D:0.6%],F:0.1%,M:0.2%,n:833	Unknown	GCA_900099935.1
UP000199385	Micromonospora auratinigra	261654	6076	C:97.9%[S:96.6%,D:1.4%],F:0.3%,M:1.7%,n:292	Standard	GCA_900089595.1
UP000199393	Micromonospora krabiensis	307121	6335	C:97.9%[S:95.9%,D:2.1%],F:0.3%,M:1.7%,n:292	Unknown	GCA_900091425.1
UP000199400	Nannocystis exedens	54	9143	C:96.0%[S:94.4%,D:1.6%],F:2.4%,M:1.6%,n:124	Unknown	GCA_900112715.1
UP000199406	Blastococcus aurantiacus	1550231	3985	C:99.3%[S:99.0%,D:0.3%],F:0.3%,M:0.3%,n:292	Unknown	GCA_900102425.1
UP000199409	Desulfuromusa kysingii	37625	3339	C:92.8%[S:91.3%,D:1.5%],F:0.2%,M:7.0%,n:870	Unknown	GCA_900107645.1
UP000199411	Desulfurella multipotens	79269	1818	C:43.7%[S:43.0%,D:0.7%],F:1.5%,M:54.8%,n:591	Unknown	GCA_900101285.1
UP000199415	Limimonas halophila	1082479	2820	C:95.6%[S:94.8%,D:0.8%],F:0.2%,M:4.2%,n:617	Unknown	GCA_900100655.1
UP000199416	Geodermatophilus telluris	1190417	4491	C:98.3%[S:98.3%,D:0.0%],F:0.3%,M:1.4%,n:292	Unknown	GCA_900102745.1
UP000199420	Frateuria terrea	529704	3427	C:98.9%[S:98.6%,D:0.3%],F:0.1%,M:1.0%,n:1152	Unknown	GCA_900109025.1
UP000199421	Olivibacter domesticus (Pseudosphingobacterium domesticum)	407022	5562	C:99.1%[S:96.4%,D:2.6%],F:0.0%,M:0.9%,n:1068	Close to standard (high value)	GCA_900109575.1
UP000199423	Hyphomicrobium facile	51670	4102	C:98.1%[S:96.9%,D:1.3%],F:0.5%,M:1.4%,n:639	Unknown	GCA_900116175.1
UP000199424	Pseudidiomarina maritima	519453	2268	C:97.2%[S:97.1%,D:0.1%],F:0.2%,M:2.6%,n:820	Unknown	GCA_900115255.1
UP000199427	Piscibacillus halophilus	571933	3140	C:98.7%[S:98.4%,D:0.2%],F:0.0%,M:1.3%,n:450	Unknown	GCA_900110685.1
UP000199435	Rhizobium miluonense	411945	6376	C:98.5%[S:98.3%,D:0.2%],F:0.1%,M:1.4%,n:1937	Close to standard (low value)	GCA_900094545.1
UP000199437	Roseivirga pacifica	1267423	4016	C:98.4%[S:98.2%,D:0.3%],F:0.1%,M:1.4%,n:768	Unknown	GCA_900111145.1
UP000199439	Algibacter pectinivorans	870482	3126	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:733	Close to standard (high value)	GCA_900112595.1
UP000199444	Virgibacillus salinus	553311	3649	C:99.8%[S:99.6%,D:0.2%],F:0.0%,M:0.2%,n:450	Unknown	GCA_900102415.1
UP000199445	Marinobacter persicus	930118	2913	C:89.0%[S:88.5%,D:0.5%],F:1.0%,M:10.0%,n:782	Unknown	GCA_900114155.1
UP000199448	Salinimicrobium catena	390640	2965	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:733	Close to standard (high value)	GCA_900107495.1
UP000199450	Chryseobacterium taichungense	295069	4057	C:100.0%[S:99.9%,D:0.1%],F:0.0%,M:0.0%,n:733	Unknown	GCA_900109935.1
UP000199452	Williamwhitmania taraxaci	1640674	3616	C:95.9%[S:95.2%,D:0.7%],F:0.6%,M:3.5%,n:541	Unknown	GCA_900096565.1
