GCF_ID,Ku_IDs,LigD_IDs,Plasmid_IDs,Chromosome_IDs,Plasmid_number,Chromosome_number,Ku_plasmid_IDs,Ku_chromosome_IDs,Ku_absent_status,LigD_plasmid_IDs,LigD_chromosome_IDs,LigD_absent_status,NHEJ_status_verbose,NHEJ_status_ordinal,NCBI_Taxon_ID,Tax_ID2,Bacteria_name,Phylum_name,Phylum_subphylum_name,Genome_size,rRNA_copy_number,GC_content,Conv_non-conv_ligd_status
GCF_001596755.1_ASM159675v1,WP_007610913.1:9-175,"WP_061890561.1,lig:10-225|pol:326-562",NA-plasmid,NZ_CP014783.1,0,1,-,WP_007610913.1,-,-,WP_061890561.1,-,Yes-NHEJ,3,1390,1390,Bacillus amyloliquefaciens strain B15,Firmicutes,Firmicutes-Bacilli,4006754,7,46,Yes-NHEJ-lig-pol-same_prot
GCF_000024445.1_ASM2444v1,NA-Ku,NA-LigD,NA-plasmid,NC_013714.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,401473,1689,Bifidobacterium dentium Bd1,Actinobacteria,Actinobacteria-Bifidobacteriales,2636367,4,59,No-LigD-domains
GCF_000961195.1_ASM96119v1,WP_003489964.1:10-196,"WP_011051566.1,pe:5-157|lig:229-526|pol:586-824;WP_011050856.1,lig:227-473",NZ_CP008993.1@NZ_CP008994.1,NZ_CP008995.1,2,1,-,WP_003489964.1,-,-,WP_011050856.1;WP_011051566.1,-,Yes-NHEJ,3,611301,346,Xanthomonas citri subsp. citri strain NT17 plasmid pXAC64,Proteobacteria,Proteobacteria-Gammaproteobacteria,5175558,2,65,Yes-NHEJ-all-same-prot
GCF_000455565.1_ucmb5033v1,WP_007407213.1:9-175,"WP_020953984.1,lig:10-225|pol:326-562;WP_020954111.1,lig:17-197",NA-plasmid,NC_022075.1,0,1,-,WP_007407213.1,-,-,WP_020953984.1;WP_020954111.1,-,Yes-NHEJ,3,1338518,492670,Bacillus amyloliquefaciens subsp. plantarum UCMB5033,Firmicutes,Firmicutes-Bacilli,4071167,10,46,Yes-NHEJ-lig-pol-same_prot
GCF_000023105.1_ASM2310v1,WP_012725694.1:9-189,"WP_015884644.1,pol:19-264;WP_012725695.1,pe:303-451|lig:513-814|pol:19-263;WP_050761612.1,pol:21-266;WP_012725523.1,lig:25-268;WP_012725317.1,lig:198-474;WP_012725534.1,pol:18-276",NA-plasmid,NC_012669.1,0,1,-,WP_012725694.1,-,-,WP_012725317.1;WP_012725523.1;WP_012725534.1;WP_012725695.1;WP_050761612.1;WP_015884644.1,-,Yes-NHEJ,3,471853,84757,Beutenbergia cavernae DSM 12333,Actinobacteria,Actinobacteria-Micrococcales,4669183,2,73,Yes-NHEJ-all-same-prot
GCF_000013945.1_ASM1394v1,NA-Ku,NA-LigD,NA-plasmid,NC_008508.1@NC_008509.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,355276,174,Leptospira borgpetersenii serovar Hardjo-bovis L550 chromosome 2,Spirochaetes,Spirochaetes-Leptospirales,7546228,2,40,No-LigD-domains
GCF_000487935.2_ASM48793v2,NA-Ku,"WP_023180937.1,lig:153-355",NZ_CP017724.1@NZ_CP017725.1@NZ_CP017726.1,NZ_CP017723.1,3,1,-,-,NA-Ku,WP_023180937.1,-,-,Lig-only,2,1194159,28901,Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624 strain SARB61 plasmid pSARB26_03,Proteobacteria,Proteobacteria-Gammaproteobacteria,4888463,7,52,LigD-only-lig-no-pol
GCF_001447295.1_ASM144729v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013146.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1719,1719,Corynebacterium pseudotuberculosis strain N1,Actinobacteria,Actinobacteria-Corynebacteriales,2337845,4,52,No-LigD-domains
GCF_001908875.1_ASM190887v1,NA-Ku,NA-LigD,NZ_CP018696.1@NZ_CP018698.1@NZ_CP018700.1@NZ_CP018699.1@NZ_CP018697.1,NZ_CP018695.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,573,573,Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-5,Proteobacteria,Proteobacteria-Gammaproteobacteria,5373057,8,57,No-LigD-domains
GCF_000015585.1_ASM1558v1,NA-Ku,NA-LigD,NA-plasmid,NC_008789.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,349124,1053,Halorhodospira halophila SL1,Proteobacteria,Proteobacteria-Gammaproteobacteria,2678452,2,68,No-LigD-domains
GCF_000512895.1_ASM51289v1,WP_025205378.1:9-177,"WP_019225628.1,lig:20-302;WP_019225629.1,pol:11-248",NA-plasmid,NZ_CP007033.1,0,1,-,WP_025205378.1,-,-,WP_019225629.1;WP_019225628.1,-,Yes-NHEJ,3,871738,55583,Dehalobacter restrictus DSM 9455,Firmicutes,Firmicutes-Clostridia,2943336,4,45,Yes-NHEJ-lig-pol-diff-prot
GCF_000017265.1_ASM1726v1,WP_012523809.1:13-195,"WP_012520294.1,pe:11-166|pol:245-492;WP_049758475.1,lig:4-241;WP_049758493.1,lig:17-311;WP_041374405.1,pe:1-151|lig:237-534|pol:589-833;WP_049758279.1,lig:3-311;WP_012523894.1,lig:221-471",NC_011143.1,NC_011144.1,1,1,-,WP_012523809.1,-,WP_049758475.1;WP_012520294.1;WP_049758493.1,WP_049758279.1;WP_041374405.1;WP_012523894.1,-,Yes-NHEJ,3,450851,284016,Phenylobacterium zucineum HLK1 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,3996255,1,71,Yes-NHEJ-all-same-prot
GCF_000226565.1_ASM22656v1,NA-Ku,"WP_014110047.1,lig:232-480;WP_014109758.1,lig:91-259",NA-plasmid,NC_016041.1,0,1,-,-,NA-Ku,-,WP_014109758.1;WP_014110047.1,-,Lig-only,2,1085623,300231,Glaciecola nitratireducens FR1064,Proteobacteria,Proteobacteria-Gammaproteobacteria,4134229,4,42,LigD-only-lig-no-pol
GCF_000477035.2_ASM47703v2,WP_025614892.1:9-189,"WP_025616052.1,lig:221-474;WP_025614891.1,pe:5-161|lig:209-487|pol:517-761",NA-plasmid,NZ_CP009887.1,0,1,-,WP_025614892.1,-,-,WP_025616052.1;WP_025614891.1,-,Yes-NHEJ,3,1348585,76594,Cellulophaga baltica NN016038,Bacteroidetes,Bacteroidetes-Flavobacteriia,4560540,4,35,Yes-NHEJ-all-same-prot
GCF_000772125.1_ASM77212v1,WP_013352014.1:9-175,"WP_014470186.1,lig:16-197;WP_013352013.1,lig:9-225|pol:326-563",NA-plasmid,NZ_CP009748.1,0,1,-,WP_013352014.1,-,-,WP_013352013.1;WP_014470186.1,-,Yes-NHEJ,3,1423,1423,Bacillus subtilis strain ATCC 13952,Firmicutes,Firmicutes-Bacilli,3876276,7,46,Yes-NHEJ-lig-pol-same_prot
GCF_000772485.1_ASM77248v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP006741.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1300227,216816,Bifidobacterium longum subsp. longum GT15,Actinobacteria,Actinobacteria-Bifidobacteriales,2337521,5,60,No-LigD-domains
GCF_001677495.1_ASM167749v1,NA-Ku,NA-LigD,NZ_CP012500.1,NZ_CP015228.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain 09-00049 plasmid pCFSAN004180G,Proteobacteria,Proteobacteria-Gammaproteobacteria,5286558,7,51,No-LigD-domains
GCF_000746505.1_ASM74650v1,NA-Ku,NA-LigD,NZ_CP007500.1,NZ_CP007499.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1280,1280,Staphylococcus aureus strain 2395 USA500 plasmid pUSA500,Firmicutes,Firmicutes-Bacilli,2955646,6,33,No-LigD-domains
GCF_001752885.1_ASM175288v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015934.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain C3_O,Proteobacteria,Proteobacteria-Gammaproteobacteria,3453407,3,38,No-LigD-domains
GCF_000494755.1_ASM49475v1,WP_023363461.1:10-175;WP_041840528.1:9-182,"WP_023357645.1,pol:16-261;WP_023561614.1,pol:19-264;WP_023560312.1,lig:9-311;WP_023359074.1,pe:6-138|lig:175-353;WP_023561504.1,pol:17-263;WP_023561325.1,pol:13-251;WP_041841883.1,lig:208-449;WP_023357849.1,pe:6-61;WP_023561603.1,lig:11-261;WP_023357644.1,lig:10-307",NA-plasmid,NC_022657.1,0,1,-,WP_041840528.1;WP_023363461.1,-,-,WP_023357644.1;WP_023357645.1;WP_023357849.1;WP_023359074.1;WP_041841883.1;WP_023560312.1;WP_023561325.1;WP_023561504.1;WP_023561603.1;WP_023561614.1,-,Yes-NHEJ,3,1246995,196914,Actinoplanes friuliensis DSM 7358,Actinobacteria,Actinobacteria-Micromonosporales,9376071,3,70,Yes-NHEJ-all-diff-prot
GCF_000493535.2_DT2,NA-Ku,NA-LigD,NZ_LN999012.1,NC_022544.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,568709,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. DT2 plasmid pSLT,Proteobacteria,Proteobacteria-Gammaproteobacteria,4814801,7,52,No-LigD-domains
GCF_000016105.1_ASM1610v1,NA-Ku,NA-LigD,NA-plasmid,NC_009257.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,418136,263,Francisella tularensis subsp. tularensis WY96-3418,Proteobacteria,Proteobacteria-Gammaproteobacteria,1898476,3,32,No-LigD-domains
GCF_000203935.1_ASM20393v1,NA-Ku,NA-LigD,NC_008573.1,NC_008577.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,94122,94122,Shewanella sp. ANA-3 plasmid 1,Proteobacteria,Proteobacteria-Gammaproteobacteria,4972204,9,48,No-LigD-domains
GCF_000789315.1_ASM78931v1,WP_000557746.1:10-193,NA-LigD,NZ_CP009939.1@NZ_CP009940.1,NZ_CP009941.1,2,1,-,WP_000557746.1,-,-,-,NA-Lig,Ku-only,1,1396,1396,Bacillus cereus strain 03BB87 plasmid pBCX01,Firmicutes,Firmicutes-Bacilli,5457398,13,35,No-LigD-domains
GCF_000298455.2_ASM29845v2,NA-Ku,NA-LigD,NC_018638.1,NC_018621.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1218355,83554,Chlamydia psittaci VS225 plasmid pcpVS225,Chlamydiae,Chlamydiae-Chlamydiales,1157385,1,39,No-LigD-domains
GCF_000978535.1_ASM97853v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010967.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,2336,2336,Thermotoga maritima strain Tma200,Thermotogae,Thermotogae-Thermotogales,1859582,1,46,No-LigD-domains
GCF_001886395.1_ASM188639v1,NA-Ku,"WP_071960134.1,lig:333-512",NZ_CP018025.1,NZ_CP018024.1,1,1,-,-,NA-Ku,-,WP_071960134.1,-,Lig-only,2,314275,314275,Alteromonas mediterranea strain CP48 plasmid pAMCP48-600,Proteobacteria,Proteobacteria-Gammaproteobacteria,4324292,5,45,LigD-only-lig-no-pol
GCF_000496455.2_ASM49645v2,WP_023464707.1:10-195,"WP_023464704.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NZ_CP013993.1,0,1,-,WP_023464707.1,-,-,WP_023464704.1,-,Yes-NHEJ,3,1411700,287,Pseudomonas aeruginosa DHS01,Proteobacteria,Proteobacteria-Gammaproteobacteria,7055752,4,66,Yes-NHEJ-all-same-prot
GCF_001889365.1_ASM188936v1,NA-Ku,"WP_024932253.1,lig:153-376",NZ_CP013295.1,NZ_CP013296.1,1,1,-,-,NA-Ku,WP_024932253.1,-,-,Lig-only,2,1491,1491,Clostridium botulinum strain CDC_54064 plasmid pNPD1_1,Firmicutes,Firmicutes-Clostridia,4235583,9,28,LigD-only-lig-no-pol
GCF_000340435.2_ASM34043v3,WP_054879430.1:9-191,"WP_047316484.1,lig:11-263;WP_054879432.1,pe:299-438|lig:468-756|pol:8-257;WP_054878885.1,pol:14-261;WP_054879160.1,pol:15-263;WP_054880399.1,lig:210-452",NA-plasmid,NZ_CP011883.2,0,1,-,WP_054879430.1,-,-,WP_054878885.1;WP_054880399.1;WP_054879432.1;WP_054879160.1;WP_047316484.1,-,Yes-NHEJ,3,1202450,29311,Mycobacterium haemophilum DSM 44634 strain ATCC 29548,Actinobacteria,Actinobacteria-Corynebacteriales,4235765,1,64,Yes-NHEJ-all-same-prot
GCF_001185205.1_ASM118520v1,WP_049706529.1:13-177;WP_049706519.1:14-179,"WP_049706518.1,pe:12-168|lig:225-521|pol:560-804;WP_049706496.1,lig:220-462;WP_049706530.1,pe:6-160|lig:218-510|pol:532-774",NA-plasmid,NZ_CP011300.1,0,1,-,WP_049706519.1;WP_049706529.1,-,-,WP_049706496.1;WP_049706518.1;WP_049706530.1,-,Yes-NHEJ,3,1643450,1643450,Devosia sp. H5989,Proteobacteria,Proteobacteria-Alphaproteobacteria,4594249,2,65,Yes-NHEJ-all-same-prot
GCF_000023645.1_ASM2364v1,WP_012773838.1:9-179,"WP_012773823.1,pe:4-164|lig:236-518|pol:585-827",NA-plasmid,NC_012918.1,0,1,-,WP_012773838.1,-,-,WP_012773823.1,-,Yes-NHEJ,3,443144,443144,Geobacter sp. M21,Proteobacteria,Proteobacteria-Deltaproteobacteria,4745806,5,60,Yes-NHEJ-all-same-prot
GCF_000740455.1_ASM74045v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP008804.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,480,480,Moraxella catarrhalis strain 25240,Proteobacteria,Proteobacteria-Gammaproteobacteria,1941566,4,41,No-LigD-domains
GCF_000163055.2_ASM16305v2,NA-Ku,NA-LigD,NC_022111.1,NC_022124.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,575614,652716,Prevotella sp. oral taxon 299 str. F0039,Bacteroidetes,Bacteroidetes-Bacteroidia,709850,4,38,No-LigD-domains
GCF_001454885.1_ASM145488v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013287.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1639,1639,Listeria monocytogenes strain ATCC 19114,Firmicutes,Firmicutes-Bacilli,2842039,6,38,No-LigD-domains
GCF_001753305.1_ASM175330v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015950.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain E4_N,Proteobacteria,Proteobacteria-Gammaproteobacteria,3416758,3,38,No-LigD-domains
GCF_000159155.2_ASM15915v2,NA-Ku,NA-LigD,NA-plasmid,NC_014644.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,525284,2702,Gardnerella vaginalis ATCC 14019 chromosome,Actinobacteria,Actinobacteria-Bifidobacteriales,1667350,2,41,No-LigD-domains
GCF_001562255.1_ASM156225v1,WP_066615614.1:13-179;WP_066618535.1:13-175;WP_066618530.1:16-178,"WP_066619279.1,lig:214-487;WP_066618678.1,lig:42-341;WP_066618539.1,pe:12-169|lig:266-561|pol:596-839;WP_066615616.1,pe:7-162|lig:242-541|pol:574-808;WP_066614742.1,lig:2-241",NZ_CP014302.1,NZ_CP014301.1,1,1,-,WP_066615614.1;WP_066618530.1;WP_066618535.1,-,-,WP_066614742.1;WP_066615616.1;WP_066618539.1;WP_066618678.1;WP_066619279.1,-,Yes-NHEJ,3,1792307,1792307,Bosea sp. PAMC 26642 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,5503156,1,65,Yes-NHEJ-all-same-prot
GCF_000284115.1_ASM28411v1,NA-Ku,"WP_014436459.1,lig:348-432",NC_017081.1,NC_017080.1,1,1,-,-,NA-Ku,-,WP_014436459.1,-,Lig-only,2,1142394,547188,Phycisphaera mikurensis NBRC 102666 plasmid pPSMK1 DNA,Planctomycetes,Planctomycetes-Phycisphaerae,3803225,1,73,LigD-only-lig-no-pol
GCF_000197755.2_ASM19775v2,NA-Ku,NA-LigD,NC_014495.1,NC_018587.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,932919,1639,Listeria monocytogenes serotype 1-2b str. SLCC2755 plasmid pLM1-2bUG1 complete sequence,Firmicutes,Firmicutes-Bacilli,2966146,6,38,No-LigD-domains
GCF_001506425.1_ASM150642v1,NA-Ku,"WP_002869692.1,lig:106-229",NA-plasmid,NZ_CP010483.1,0,1,-,-,NA-Ku,-,WP_002869692.1,-,Lig-only,2,197,197,Campylobacter jejuni strain CJ677CC535,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1633693,1,30,LigD-only-lig-no-pol
GCF_001766255.1_ASM176625v1,NA-Ku,NA-LigD,NZ_CP015169.1@NZ_CP015170.1@NZ_CP015171.1,NZ_CP015168.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,940260,438,Acetobacter pasteurianus subsp. paradoxus strain LMG 1591 plasmid unnamed3,Proteobacteria,Proteobacteria-Alphaproteobacteria,2810721,5,53,No-LigD-domains
GCF_001664125.1_ASM166412v1,WP_064823565.1:12-178;WP_064823566.1:13-178;WP_064821334.1:19-195;WP_016734807.1:13-186,"WP_064821617.1,lig:222-473;WP_064821551.1,lig:46-339;WP_064823568.1,pe:8-165|lig:252-547|pol:600-829;WP_064821333.1,pe:5-157|lig:235-535|pol:551-795;WP_064823567.1,lig:45-338;WP_064823546.1,pol:11-249",NZ_CP013564.1@NZ_CP013565.1@NZ_CP013566.1@NZ_CP013567.1,NZ_CP013563.1,4,1,WP_064823565.1;WP_064823566.1,WP_016734807.1;WP_064821334.1,-,WP_064823546.1;WP_064823567.1;WP_064823568.1,WP_064821333.1;WP_064821551.1;WP_064821617.1,-,Yes-NHEJ,3,396,396,Rhizobium phaseoli strain N831 plasmid pRphaN831d,Proteobacteria,Proteobacteria-Alphaproteobacteria,4353903,3,62,Yes-NHEJ-all-same-prot
GCF_000662395.1_ASM66239v1,NA-Ku,NA-LigD,NZ_CP007135.1@NZ_CP007134.1,NZ_CP007133.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1248903,562,Escherichia coli O145:H28 str. RM12761 plasmid pRM12761,Proteobacteria,Proteobacteria-Gammaproteobacteria,5402281,7,51,No-LigD-domains
GCF_001262075.1_ASM126207v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012073.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1658672,1658672,Ottowia sp. oral taxon 894 strain W10237,Proteobacteria,Proteobacteria-Betaproteobacteria,2925783,3,64,No-LigD-domains
GCF_000210875.1_ASM21087v1,NA-Ku,"WP_015702105.1,lig:41-194",NA-plasmid,NC_016809.1,0,1,-,-,NA-Ku,-,WP_015702105.1,-,Lig-only,2,862964,727,Haemophilus influenzae 10810 genome,Proteobacteria,Proteobacteria-Gammaproteobacteria,1981535,6,38,LigD-only-lig-no-pol
GCF_000590495.2_ASM59049v2,WP_023597677.1:10-197,"WP_023873035.1,pe:3-154|lig:206-507|pol:551-792",NA-plasmid,NC_022904.2,0,1,-,WP_023597677.1,-,-,WP_023873035.1,-,Yes-NHEJ,3,1416914,93220,Pandoraea pnomenusa 3kgm,Proteobacteria,Proteobacteria-Betaproteobacteria,5429298,4,65,Yes-NHEJ-all-same-prot
GCF_001050475.1_ASM105047v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012034.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1007676,1007676,Lactobacillus ginsenosidimutans strain EMML 3041,Firmicutes,Firmicutes-Bacilli,2590556,3,37,No-LigD-domains
GCF_001611865.1_ASM161186v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007589.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,28903,28903,Mycoplasma bovis strain HB0801-P115,Tenericutes,Tenericutes-Mollicutes,977322,2,29,No-LigD-domains
GCF_001509195.1_ASM150919v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013829.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,2104,2104,Mycoplasma pneumoniae strain S355,Tenericutes,Tenericutes-Mollicutes,801203,1,40,No-LigD-domains
GCF_001663455.1_ASM166345v1,NA-Ku,NA-LigD,NZ_CP015131.1@NZ_CP015133.1@NZ_CP015132.1,NZ_CP015130.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,573,573,Klebsiella pneumoniae strain Kpn555 plasmid pKPN-d90,Proteobacteria,Proteobacteria-Gammaproteobacteria,5336571,8,57,No-LigD-domains
GCF_001723605.1_ASM172360v1,NA-Ku,"WP_069478604.1,lig:105-218",NA-plasmid,NZ_CP017111.1,0,1,-,-,NA-Ku,-,WP_069478604.1,-,Lig-only,2,1193502,194424,Sulfurospirillum halorespirans DSM 13726,Proteobacteria,Proteobacteria-Epsilonproteobacteria,3029840,2,41,LigD-only-lig-no-pol
GCF_001660505.1_ASM166050v1,NA-Ku,"WP_064625219.1,lig:111-231",NA-plasmid,NZ_CP011460.1@NZ_CP011461.1,0,2,-,-,NA-Ku,-,WP_064625219.1,-,Lig-only,2,55601,55601,Vibrio anguillarum strain 90-11-286 chromosome II,Proteobacteria,Proteobacteria-Gammaproteobacteria,7391078,10,45,LigD-only-lig-no-pol
GCF_001855315.1_ASM185531v1,NA-Ku,NA-LigD,NZ_CP012427.1@NZ_CP012428.1@NZ_CP012429.1@NZ_CP011839.1,NZ_CP012426.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,573,573,Klebsiella pneumoniae strain KP5 plasmid pSg1-NDM,Proteobacteria,Proteobacteria-Gammaproteobacteria,5400658,8,57,No-LigD-domains
GCF_001715405.1_ASM171540v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP016977.1@NZ_CP016978.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,36855,36855,Brucella canis strain 2010009751 chromosome 2,Proteobacteria,Proteobacteria-Alphaproteobacteria,5384528,3,57,No-LigD-domains
GCF_000224535.1_ASM22453v1,NA-Ku,NA-LigD,NC_017377.1,NC_017378.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1055528,210,Helicobacter pylori Puno120 plasmid pHPPN120,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1624979,2,39,No-LigD-domains
GCF_000271985.2_ASM27198v2,WP_003100825.1:10-195,"WP_017149005.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NZ_CP015877.1,0,1,-,WP_003100825.1,-,-,WP_017149005.1,-,Yes-NHEJ,3,1193501,287,Pseudomonas aeruginosa SJTD-1,Proteobacteria,Proteobacteria-Gammaproteobacteria,6243825,4,67,Yes-NHEJ-all-same-prot
GCF_001653455.1_ASM165345v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011486.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,210,210,Helicobacter pylori strain K26A1,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1570310,1,39,No-LigD-domains
GCF_001610735.1_ASM161073v1,NA-Ku,NA-LigD,NZ_CP011106.1,NZ_CP011105.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain L10-023 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,3641882,3,38,No-LigD-domains
GCF_001562315.1_ASM156231v1,NA-Ku,"WP_020744955.1,lig:340-498",NZ_CP013929.1,NZ_CP013928.1,1,1,-,-,NA-Ku,-,WP_020744955.1,-,Lig-only,2,314275,314275,Alteromonas mediterranea strain UM8 plasmid pAMEDUM8_300,Proteobacteria,Proteobacteria-Gammaproteobacteria,4597489,5,45,LigD-only-lig-no-pol
GCF_000019885.1_ASM1988v1,WP_005770018.1:11-197,"WP_005770020.1,pe:8-159|lig:210-511|pol:528-770",NC_011526.1,NC_011528.1,1,1,-,WP_005770018.1,-,-,WP_005770020.1,-,Yes-NHEJ,3,434924,777,Coxiella burnetii CbuK_Q154 plasmid pQpRS_K_Q154,Proteobacteria,Proteobacteria-Gammaproteobacteria,2063100,1,43,Yes-NHEJ-all-same-prot
GCF_000422095.1_ASM42209v1,NA-Ku,NA-LigD,NA-plasmid,NC_021739.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1311760,75985,Mannheimia haemolytica D174,Proteobacteria,Proteobacteria-Gammaproteobacteria,2702201,6,41,No-LigD-domains
GCF_000186265.1_ASM18626v1,NA-Ku,"WP_013550659.1,lig:222-474",NA-plasmid,NC_014934.1,0,1,-,-,NA-Ku,-,WP_013550659.1,-,Lig-only,2,688270,59600,Cellulophaga algicola DSM 14237,Bacteroidetes,Bacteroidetes-Flavobacteriia,4888353,5,34,LigD-only-lig-no-pol
GCF_001908455.1_ASM190845v1,NA-Ku,NA-LigD,NZ_CP018325.1@NZ_CP018326.1@NZ_CP018327.1@NZ_CP018328.1@NZ_CP018329.1@NZ_CP018330.1,NZ_CP018324.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,337330,1590,Lactobacillus plantarum subsp. plantarum strain TS12 plasmid pLP12-6,Firmicutes,Firmicutes-Bacilli,3193112,5,45,No-LigD-domains
GCF_000286435.2_ASM28643v2,NA-Ku,NA-LigD,NA-plasmid,NC_020418.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1124991,582,Morganella morganii subsp. morganii KT,Proteobacteria,Proteobacteria-Gammaproteobacteria,3799539,7,51,No-LigD-domains
GCF_000018185.1_ASM1818v1,NA-Ku,NA-LigD,NA-plasmid,NC_017617.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,423211,1307,Streptococcus suis GZ1,Firmicutes,Firmicutes-Bacilli,2038034,4,41,No-LigD-domains
GCF_000013205.1_ASM1320v1,NA-Ku,NA-LigD,NA-plasmid,NC_007775.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,321327,321327,Synechococcus sp. JA-3-3Ab,Cyanobacteria,Cyanobacteria-Synechococcales,2932766,2,60,No-LigD-domains
GCF_000444425.1_ASM44442v1,NA-Ku,NA-LigD,NA-plasmid,NC_022000.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1266738,584,Proteus mirabilis BB2000,Proteobacteria,Proteobacteria-Gammaproteobacteria,3846754,6,39,No-LigD-domains
GCF_000740135.1_ASM74013v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007681.1@NZ_CP007680.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,235,235,Brucella abortus strain BDW chromosome 2,Proteobacteria,Proteobacteria-Alphaproteobacteria,5418183,3,57,No-LigD-domains
GCF_000277025.1_ASM27702v1,NA-Ku,NA-LigD,NA-plasmid,NC_017525.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1081094,446,Mutant Legionella pneumophila subsp. pneumophila str. Hextuple_2q,Proteobacteria,Proteobacteria-Gammaproteobacteria,2682626,3,39,No-LigD-domains
GCF_001448985.1_ASM144898v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013202.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1311,1311,Streptococcus agalactiae strain GBS ST-1,Firmicutes,Firmicutes-Bacilli,2165968,7,35,No-LigD-domains
