From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Proteomes
A0A3V2I5P5	A0A3V2I5P5	unreviewed	A0A3V2I5P5_SALSE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA B6442_15965 CB523_09490	Salmonella senftenberg	289	
A0A3V2JCS8	A0A3V2JCS8	unreviewed	A0A3V2JCS8_SALNE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AA317_08315 AA331_08425 AL131_12645 AO768_13205 AOZ91_17590 AOZ97_10860 AP168_05330 APX59_07055 B5W58_19815 B6L59_13405 B9156_11045 B9650_06655 B9P30_05255 B9R89_04740 BEU65_16860 BKF88_10370 BMG87_19505 BOQ93_10665 BV441_04815 BZ025_14390 CBY80_19445 CC401_10210 CC727_03635 CE833_16315 CIM45_11380 DRY71_14185 E1A34_11170 E2D29_04240 EVG73_25380 G3410_003219 G3987_002728 G3V47_003729 G4I65_001887 G4K95_003967 G4Y20_003511 GND63_002128 Y675_19010	Salmonella newport	289	UP000839704: Unassembled WGS sequence; UP000839726: Unassembled WGS sequence; UP000839827: Unassembled WGS sequence
A0A3V2W5K8	A0A3V2W5K8	unreviewed	A0A3V2W5K8_SALHA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A9S09_04185 A9T62_17965 A9V24_21665 AF585_22955 AF666_21620 ALY75_09030 APN57_20890 AR831_19700 ASH25_12130 AUE46_16480 DNL63_07690 DNZ98_23210 DOJ48_14260 DYN29_16475 E0557_03925 E0M77_21250 E2D78_08730 FG644_15470 G2993_20340 G3991_003375 G3V54_003566 G4G50_002754 G4I64_003607 G4L06_002618 G4L19_003131 G4Y35_002919 G4Y42_003198 GB072_22870 GB346_08770 GB349_11685 GBX90_19480 JQ05_10335 JQ06_16510 VO03_07650 WX36_22840	Salmonella hadar	289	UP000316682: Unassembled WGS sequence; UP000839877: Unassembled WGS sequence
A0A3V2XMZ2	A0A3V2XMZ2	unreviewed	A0A3V2XMZ2_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA S308_10590	Salmonella enterica I	289	
A0A3V3CJT1	A0A3V3CJT1	unreviewed	A0A3V3CJT1_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AH903_16975 GBS55_20445	Salmonella enterica subsp. enterica serovar Havana	289	
A0A3V3TX40	A0A3V3TX40	unreviewed	A0A3V3TX40_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DN323_20145 G2992_20700	Salmonella enterica subsp. enterica serovar Havana	289	
A0A3V3VHL8	A0A3V3VHL8	unreviewed	A0A3V3VHL8_SALHO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA FRN20_13385	Salmonella houtenae	289	
A0A3V4CRE6	A0A3V4CRE6	unreviewed	A0A3V4CRE6_SALIN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DKR80_17080 DW492_04325 FKB17_19030 GDG80_15170	Salmonella infantis	289	UP000322430: Unassembled WGS sequence; UP000839930: Unassembled WGS sequence
A0A3V4R4Z6	A0A3V4R4Z6	unreviewed	A0A3V4R4Z6_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DAX73_06805 DAX88_009185 DAX92_14840 DAY03_13690 DAY08_18440 DBZ43_15625	Salmonella enterica I	289	UP000244131: Unassembled WGS sequence; UP000244190: Unassembled WGS sequence; UP000250876: Unassembled WGS sequence; UP000251351: Unassembled WGS sequence; UP000251540: Unassembled WGS sequence
A0A3V4SMH5	A0A3V4SMH5	unreviewed	A0A3V4SMH5_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	A3Z14_10905 CB082_11895	Salmonella enterica subsp. enterica serovar Altona	289	
A0A3V5H9P7	A0A3V5H9P7	unreviewed	A0A3V5H9P7_SALEN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CBS78_06165 CFB87_03855 G2849_10040 G3347_001191 GJG60_09035	Salmonella enteritidis	289	
A0A3V5UQN4	A0A3V5UQN4	unreviewed	A0A3V5UQN4_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CCO38_07815 CHP00_00600 DQC50_15860	Salmonella enterica subsp. enterica serovar Eastbourne	289	
A0A3V5VWD9	A0A3V5VWD9	unreviewed	A0A3V5VWD9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AHQ53_02640 G2899_19540 GB563_20550 GJE31_20390	Salmonella enterica subsp. enterica serovar Ohio	289	
A0A3V5ZNN3	A0A3V5ZNN3	unreviewed	A0A3V5ZNN3_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AHW86_17300 B1277_19405 FG623_020405 GB216_18785	Salmonella enterica subsp. enterica serovar Tennessee	289	UP000315048: Unassembled WGS sequence
A0A3V6CYG9	A0A3V6CYG9	unreviewed	A0A3V6CYG9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	JR37_05955	Salmonella enterica I	289	
A0A3V6R230	A0A3V6R230	unreviewed	A0A3V6R230_SALBE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	BSD66_12135	Salmonella berta	289	
A0A3V6TU03	A0A3V6TU03	unreviewed	A0A3V6TU03_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AGQ90_20045 C9E93_03530 C9E94_13450 C9F05_14565 DBO17_008270 DLR06_13555 DM051_03850 DPC26_06850 EWD86_05975 F2V25_10580 F9P04_01900 FR247_02075 FRN22_00595 FZ523_03230 G0D55_19780 G0D64_15550 G2988_12570 GAW88_18260 GB091_06850 GB154_08525 GB399_19135 GBY75_05145 GBZ44_04805 XB36_007850	Salmonella enterica I	289	UP000297783: Unassembled WGS sequence; UP000298060: Unassembled WGS sequence; UP000298415: Unassembled WGS sequence; UP000839671: Unassembled WGS sequence
A0A3V7IAX7	A0A3V7IAX7	unreviewed	A0A3V7IAX7_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA D4E63_07640 DU837_04820 E0Y54_06250 E2E91_10870 EC445_02295 EGK95_02705 F9X83_03665 FIR23_05810	Salmonella enterica subsp. enterica serovar Weltevreden	289	UP000305873: Unassembled WGS sequence; UP000839923: Unassembled WGS sequence
A0A3V7IMZ8	A0A3V7IMZ8	unreviewed	A0A3V7IMZ8_SALRU	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A7S43_08495 S773_14230	Salmonella rubislaw	289	
A0A3V7KS70	A0A3V7KS70	unreviewed	A0A3V7KS70_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	C8634_18285 D6J37_13705	Salmonella enterica subsp. enterica serovar Pomona	289	
A0A3V7LSL3	A0A3V7LSL3	unreviewed	A0A3V7LSL3_SALEN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G0A24_06035	Salmonella enteritidis	289	
A0A3V7VRV0	A0A3V7VRV0	unreviewed	A0A3V7VRV0_SALEB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AA690_03835 B6F74_08265 G3366_001042 G4H26_001527 G4P36_003839 G9G33_000837 GNB49_000462 GNB57_000459 GNB61_001172 GNB65_001109 GNB74_002345 GNC07_002594 GNC22_000070 GNC25_002150 GNC37_001446 GNC46_001091 GNC52_001446 GNC97_000765	Salmonella paratyphi B (Salmonella enterica subsp. enterica serovar Paratyphi B)	289	
A0A3V8CYE4	A0A3V8CYE4	unreviewed	A0A3V8CYE4_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BG172_05450 CB215_10245 CR347_05115 DPP52_15840 E0S65_10010 G0D41_11385 G0D54_15405 G3331_003452 G4I52_002691 G4I76_002785 G4I81_003006 G4P10_003388 G4P17_004245 G4P47_000125 GNB84_002850 GND62_002707	Salmonella enterica subsp. enterica serovar Javiana	289	UP000839596: Unassembled WGS sequence
A0A3V8I5J0	A0A3V8I5J0	unreviewed	A0A3V8I5J0_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	EI538_19595	Salmonella enterica (Salmonella choleraesuis)	289	UP000290660: Unassembled WGS sequence
A0A3V8KVI6	A0A3V8KVI6	unreviewed	A0A3V8KVI6_SALON	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DNI86_15470 G4A15_003184 G4Y24_002951	Salmonella oranienberg	289	
A0A3V8SYQ0	A0A3V8SYQ0	unreviewed	A0A3V8SYQ0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA F9X76_19660 G1H51_13660 G1H77_13570 G1I19_13635	Salmonella enterica I	289	
A0A3V8VPL8	A0A3V8VPL8	unreviewed	A0A3V8VPL8_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CC476_04310 G2903_01695	Salmonella enterica subsp. enterica serovar Agama	289	
A0A3V8Z4V1	A0A3V8Z4V1	unreviewed	A0A3V8Z4V1_SALON	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AY458_17605 CUW36_16545 D6J52_15290 DOW12_12490 DVG35_13840 E1K42_12095 G3976_004330 G4I92_000304 G4L05_000941 G4P15_000542 G4Y37_000723 G9339_003873 G9X33_001535 YU42_13165	Salmonella oranienberg	289	
A0A3V9NM59	A0A3V9NM59	unreviewed	A0A3V9NM59_SALGL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G9F40_002893 GND26_000755	Salmonella gallinarum	289	
A0A3V9PMZ0	A0A3V9PMZ0	unreviewed	A0A3V9PMZ0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CB674_07585 CS511_15015 D8R59_00605 DNY97_03700 EPA75_08240 G2994_10030	Salmonella enterica subsp. enterica serovar Bredeney	289	
A0A3V9S4B1	A0A3V9S4B1	unreviewed	A0A3V9S4B1_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A3179_01925 A3Y30_07380 A3Z70_16740 A9T32_16500 A9T44_03575 A9T50_19575 A9W12_08505 A9W30_06930 ACY89_05770 AKH67_08865 ALX47_13015 ALZ48_13270 APO12_04885 ASH16_04380 AUA60_19400 AUB25_13315 AYO62_14650 B0D29_00700 B6C64_17025 B8184_00665 B9R05_03320 BCO88_20345 BCP44_18300 BGH80_03485 BH531_02260 C6752_19505 CAH52_01590 CAH86_03795 CB071_05345 CBQ06_19835 CBZ91_00650 CCH07_18185 CCW64_00650 CDJ86_00650 CE351_04925 CEB89_07780 CEB92_01720 CED36_02490 CFL54_03705 CIR65_00705 D1343_15015 D3156_20140 D3E07_19580 D3I79_13320 D6273_07765 D6J12_19175 D6Y68_14990 D9A38_00695 D9U58_00700 DKO31_19615 DM626_09235 DML56_21150 DN913_02070 DN953_17225 DOQ15_05595 DR951_11030 DT111_21260 DTE28_14920 DVE68_18330 DXS28_14250 DYO51_17260 E2A04_13500 E2K49_16740 E2K50_15215 E3B48_16955 E4679_05940 E4J19_11340 EA075_16135 EIC51_15775 EID80_17790 ELM42_04805 ELO16_11050 EOV29_16010 EQ864_16470 ER558_17495 ESI84_11880 EWR76_18270 EYU37_15500 EZK82_16920 FA713_11990 FA719_15000 FBD64_19105 FDQ73_16410 GL28_06425 JF21_06500	Salmonella enterica subsp. enterica serovar Kentucky	289	UP000322839: Unassembled WGS sequence; UP000365067: Unassembled WGS sequence; UP000839705: Unassembled WGS sequence; UP000839714: Unassembled WGS sequence; UP000839719: Unassembled WGS sequence; UP000839723: Unassembled WGS sequence; UP000839903: Unassembled WGS sequence; UP000839916: Unassembled WGS sequence
A0A3W0AUE8	A0A3W0AUE8	unreviewed	A0A3W0AUE8_SALDE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A2J39_09095 A3071_11290 A3Z62_09890 A4R56_09370 A6D66_04390 AGP76_12015 AHW28_17415 AL800_09355 APM66_19710 ASI53_18155 AX397_06995 B1280_18090 B7M71_03330 B7M84_14250 B7M93_04125 B7N09_10360 B7N53_03920 B9Q99_09130 BKQ95_07670 D3Y46_15870 DKO97_14785 DKP15_09940 DNB94_18130 DPL28_18425 DU743_12680 EJW65_22005 EOZ49_16250 EUR47_10315 G0E05_16360 G0E14_19110 G0E16_15195 G2307_13080 G3377_003070 G3378_003254 G3457_002157 G4B92_001227 G4D33_002253 G4H56_002657 G4H65_001815 G4W05_001548 G4W07_003586 G4X28_003310 G4X31_002374 G9W03_002457 G9W30_002583 G9X07_002780 GB096_00630 GB249_07040 GB369_12600 GB374_10905 GB449_10005 GB497_12500 GBV43_17035 GBW16_03140 GBY02_00645 GBZ32_11600 GBZ49_15640 GNB73_000684 ZU66_02420	Salmonella derby	289	UP000839886: Unassembled WGS sequence
A0A3W0E9R3	A0A3W0E9R3	unreviewed	A0A3W0E9R3_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA F3613_13910	Salmonella enterica I	289	
A0A3W0FHL4	A0A3W0FHL4	unreviewed	A0A3W0FHL4_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CB565_00575 CE369_04295 G2166_03600 GDN52_05265 GDN54_03185 GDN64_09395	Salmonella enterica subsp. enterica serovar Litchfield	289	UP000839607: Unassembled WGS sequence
A0A3W0Q809	A0A3W0Q809	unreviewed	A0A3W0Q809_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AA04_11995 C9711_14260 CGA83_18745 D0214_21305 E2E95_13350 G2930_16235 G2969_16740 GB044_14350 GB065_18285 GB089_20430 GB150_15590 GB153_11300 GB170_20420 GB242_11330 GB347_10315 GB351_14270 GB386_18640 GB415_13295 GB461_13300 GB615_20435 GBS40_11705 GBV33_16360 GBV98_13055 GBW74_16270 GBX16_11055 GBX60_19080 GBX71_16890 GBY72_19675 GBY76_13995 GBY83_19125 GBY89_20550 GBZ00_12355 OL14_09825	Salmonella enterica subsp. enterica serovar Mbandaka	289	UP000307695: Unassembled WGS sequence; UP000839897: Unassembled WGS sequence
A0A3W1ED39	A0A3W1ED39	unreviewed	A0A3W1ED39_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DN310_12335 DPA05_20610	Salmonella enterica subsp. salamae	289	UP000839598: Unassembled WGS sequence; UP000839852: Unassembled WGS sequence
A0A3W1F7R7	A0A3W1F7R7	unreviewed	A0A3W1F7R7_SALSE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A0E85_08405 A3030_21305 AA192_15005 AE408_17040 AL785_12190 AMA87_16830 AMB70_12350 ASA99_14105 B0986_14165 D5822_12670 D5B89_08965 E5F22_10765 G2781_13585 G2786_10745 G2801_08865 G2891_15400 G2901_08460 G2907_11410 G2909_12970 G4L31_003207 GNA61_001729 IL86_21295	Salmonella senftenberg	289	UP000295223: Chromosome
A0A3W8MDT9	A0A3W8MDT9	unreviewed	A0A3W8MDT9_SALER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA ND68_14885	Salmonella enterica (Salmonella choleraesuis)	289	UP000839924: Unassembled WGS sequence
A0A3X9Z9R0	A0A3X9Z9R0	unreviewed	A0A3X9Z9R0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0D56_03325 GDM77_14955 GND74_001681	Salmonella enterica I	289	
A0A3Y0IAR9	A0A3Y0IAR9	unreviewed	A0A3Y0IAR9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA CQE41_07795 D4Z17_05525 DO679_05470 DTU87_03910 E0U76_09270 EHB73_10540 EUC09_06680 EWC36_07380 EZX96_04630 F3E63_05115 F9Q85_05765 F9X98_08665 FE718_06880 FQS30_10230 G2985_13960 G3A19_13480 G3A20_16505 GB022_09550 GB030_11200 GB054_05420 GB132_14235 GB151_14535 GB396_10305 GB490_06700 GB492_07720 GB502_05050 GB511_10775 GB524_11505 GB574_15235 GB577_10365 GB579_10690 GBS06_11345 GBS28_10265 GBS32_14475 GBW29_10270 GBW33_12885 GBX88_14565 GBX94_12375 GBY07_10845 GBY14_10395 GBY50_05390 GBY67_13080 GBZ81_10335 GBZ99_07615 GDM15_05485 LH82_10890	Salmonella enterica I	289	UP000839588: Unassembled WGS sequence; UP000839636: Unassembled WGS sequence
A0A3Y1EG96	A0A3Y1EG96	unreviewed	A0A3Y1EG96_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA F1J57_01865 F3E75_03575 G1G64_01790 G1G67_01790 G1G69_01790 G1G74_01790 G1G83_01790 G1H25_03150 G1H50_01790	Salmonella enterica I	289	
A0A3Y2CIY0	A0A3Y2CIY0	unreviewed	A0A3Y2CIY0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AXN14_21020 G0H73_06020	Salmonella enterica I	289	
A0A3Y2D9I6	A0A3Y2D9I6	unreviewed	A0A3Y2D9I6_SALNE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DRT54_18465 G4X27_002811 G9W27_000269 GB622_03995	Salmonella newport	289	
A0A3Y2FB17	A0A3Y2FB17	unreviewed	A0A3Y2FB17_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA F2K26_20030	Salmonella enterica I	289	
A0A3Y2Z416	A0A3Y2Z416	unreviewed	A0A3Y2Z416_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A5895_24610 AH557_07200 AIE18_12450 AXR82_10815 DAX91_20005 DSF98_11105 F9P26_12875 G1E63_12105 G1E65_11325 G1E69_11240 G1E83_11310 G1E90_12810 G1E96_12840 G1F01_13120 G1F03_11635 G1F04_11320 G1F11_10470 G1G63_11575 G1G65_11325 G1G68_10840 G1G72_12825 G1G78_11015 G1G81_10300 G1G87_13205 G1G88_11210 G1H27_11315 G1H28_11255 G1H37_10590 G1H42_10960 G1H43_11635 G1H44_11330 G1H45_11255 G1H49_11020 G1H65_11635 G1H67_11900 G1H71_11310 G1H72_11320 G1H73_11485 G1H74_10810 G1H78_08165 G1H84_10415 G1I03_10445 G1I14_09880 G1I15_11310 G1I16_11640 G1I21_11700 G1I32_10170 G1I36_11315 G1I39_11635 G2927_06450 G2978_09730 G9C40_002612 GB035_05850 GYJ47_10695 JG558_08470 NCTC129_05712 NCTC5798_02170 XE93_08195	Salmonella enterica I	289	UP000250700: Unassembled WGS sequence; UP000253929: Chromosome; UP000255534: Unassembled WGS sequence; UP000282086: Chromosome; UP000839682: Unassembled WGS sequence
A0A3Y4UFT9	A0A3Y4UFT9	unreviewed	A0A3Y4UFT9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DOW74_13740 FZ516_05265	Salmonella enterica I	289	
A0A3Y5HK21	A0A3Y5HK21	unreviewed	A0A3Y5HK21_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AXO93_19475	Salmonella enterica I	289	
A0A3Y5RK72	A0A3Y5RK72	unreviewed	A0A3Y5RK72_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA F1J90_00345 G1G80_08390	Salmonella enterica I	289	
A0A3Y5SRC3	A0A3Y5SRC3	unreviewed	A0A3Y5SRC3_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G0D71_16950 GB085_12210 GB506_18860 VL99_08450	Salmonella enterica I	289	
A0A3Y5ZDF9	A0A3Y5ZDF9	unreviewed	A0A3Y5ZDF9_SALSE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AHQ84_01610 AIU08_09105 G2831_11625 G2906_04125	Salmonella senftenberg	289	
A0A3Y8PID6	A0A3Y8PID6	unreviewed	A0A3Y8PID6_SALVI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A4L79_15940 A4N90_08465 B0F00_15285 CC415_13400 D6Q41_05215 DO613_07120 DP858_15120 DPC00_11020 DPK48_18755 DRW74_12670 DRX09_16160 DUU30_16250 ELS11_01920 EPH71_10655 EXB30_19825 F9X90_16285 G2254_13185 G9W76_002463 GB019_13090 GB176_11950 GB496_14315	Salmonella virchow	289	
A0A3Y9C4F9	A0A3Y9C4F9	unreviewed	A0A3Y9C4F9_SALEB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	AU894_22120	Salmonella enterica subsp. enterica serovar Java	193	UP000839644: Unassembled WGS sequence
A0A3Y9KWT9	A0A3Y9KWT9	unreviewed	A0A3Y9KWT9_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G2926_00660 G2947_00660 G3A15_00660 G3A26_00660 GB029_00660 GB188_00660 GB195_00720 GB338_00855 GB345_00660 GB359_00660 GB406_00660 GB431_00660 GB534_00660 GB593_00660 GBW19_00660 GBY20_00660 GBZ27_00660 GBZ72_00660	Salmonella enterica I	289	
A0A3Z0PG12	A0A3Z0PG12	unreviewed	A0A3Z0PG12_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GCY10_01910	Salmonella enterica I	289	
A0A3Z0TLX0	A0A3Z0TLX0	unreviewed	A0A3Z0TLX0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA ACH21_14515 G0D52_06405 XT48_08290	Salmonella enterica I	289	
A0A3Z1D4L0	A0A3Z1D4L0	unreviewed	A0A3Z1D4L0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA FL809_01890	Salmonella enterica I	289	
A0A3Z2D7V7	A0A3Z2D7V7	unreviewed	A0A3Z2D7V7_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DSG96_07295 G1I47_08340	Salmonella enterica I	289	UP000839531: Unassembled WGS sequence
A0A3Z2GQ74	A0A3Z2GQ74	unreviewed	A0A3Z2GQ74_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DNU30_10375 FKN96_07070 FMV10_10470	Salmonella enterica I	289	
A0A3Z2ICI0	A0A3Z2ICI0	unreviewed	A0A3Z2ICI0_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	AHU48_08570	Salmonella enterica I	289	
A0A3Z2K3H4	A0A3Z2K3H4	unreviewed	A0A3Z2K3H4_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A0I48_20525 A3X85_18480 DU956_07475 DUR33_14685 DUV67_04990 E2006_05035 EO073_04840 EWE19_07605 F1B87_08915 FI095_11910 G2197_19530 G2216_16830	Salmonella enterica subsp. enterica serovar Kentucky	289	UP000426693: Chromosome; UP000839686: Unassembled WGS sequence
A0A3Z2NTZ6	A0A3Z2NTZ6	unreviewed	A0A3Z2NTZ6_SALEN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A4J95_04660 AU778_06625 AU856_05450 BZ734_12980 BZ777_16445 CE949_11010 DMZ72_06860 EC480_05950 G2925_06840 G2934_19675 G2959_08065 GB059_12685 GB092_09850 GB219_06840 GB323_06830 GB488_06120 GB542_06830 GB560_06840 GB628_06120 GBS48_00575 GBW58_06835 GBY26_13780 GJG62_05985	Salmonella enteritidis	289	
A0A3Z3G6E6	A0A3Z3G6E6	unreviewed	A0A3Z3G6E6_SALEB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA G3226_002908 G3229_002440 G3356_004088 G3379_002270 G3431_001326 G3542_002715 G3938_003291 G3942_001685 G3943_003081 G3V27_001175 G4A93_003834 G4B07_002605 G4B54_001331 G4B91_002938 G4C86_000775 G4C89_002881 G4C90_002949 G4C91_003679 G4G13_003485 G4G14_002236 G4G15_002095 G4H52_002751 G4H53_002013 G4H54_003101 G4H57_003872 G4H62_003649 G4H66_001081 G4H67_002478 G4H69_001694 G4J95_001728 G4J96_002102 G4J98_001813 G4O44_001823 G4O61_001683 G4P72_002885 G4W04_002372 G4W08_003201 G4W11_001108 G4W13_003433 G4W17_001716 G4X19_000950 G4X21_002951 G4X24_002161 G4X29_002099 G9293_001383 G9295_002262 G9296_001893 G9315_002485 G9383_001232 G9C05_003193 G9C50_002679 G9W04_002121 G9W84_000669 GI588_15430 GJE24_09780 GYI99_001567 GYJ06_003299	Salmonella enterica subsp. enterica serovar Java	289	
A0A3Z4FF67	A0A3Z4FF67	unreviewed	A0A3Z4FF67_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GCX84_00640	Salmonella enterica I	289	
A0A3Z4MQK4	A0A3Z4MQK4	unreviewed	A0A3Z4MQK4_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA Z599_20810	Salmonella enterica I	289	
A0A3Z5HN72	A0A3Z5HN72	unreviewed	A0A3Z5HN72_SALET	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA E2856_08090 F2J49_13020 G1H57_15340	Salmonella enterica I	289	UP000839899: Unassembled WGS sequence
A0A3Z7USE2	A0A3Z7USE2	unreviewed	A0A3Z7USE2_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA A4O41_03505 DQR44_08500 G0P75_06170	Salmonella typhimurium	289	
A0A3Z7WHY0	A0A3Z7WHY0	unreviewed	A0A3Z7WHY0_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA FQX78_13220 G0M27_07605 G0M28_21310	Salmonella typhimurium	289	
A0A401NDA2	A0A401NDA2	unreviewed	A0A401NDA2_RHOER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	I3517_10290	Rhodococcus erythropolis (Arthrobacter picolinophilus)	281	UP000627573: Unassembled WGS sequence
A0A401QPR9	A0A401QPR9	unreviewed	A0A401QPR9_STRNR	DNA-3-methyladenine glycosylase	SALB_00070	Streptomyces noursei (Streptomyces albulus)	497	UP000288351: Unassembled WGS sequence
A0A401RCZ5	A0A401RCZ5	unreviewed	A0A401RCZ5_STRNR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SALB_08284	Streptomyces noursei (Streptomyces albulus)	507	UP000288351: Unassembled WGS sequence
A0A401UXS8	A0A401UXS8	unreviewed	A0A401UXS8_9CELL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	CTKZ_09960	Cellulomonas algicola	272	UP000288246: Unassembled WGS sequence
A0A401VX92	A0A401VX92	unreviewed	A0A401VX92_STREY	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	GKJPGBOP_01350	Streptomyces paromomycinus (Streptomyces rimosus subsp. paromomycinus)	490	UP000286746: Unassembled WGS sequence
A0A401VYB6	A0A401VYB6	unreviewed	A0A401VYB6_STREY	DNA-3-methyladenine glycosylase	GKJPGBOP_01715	Streptomyces paromomycinus (Streptomyces rimosus subsp. paromomycinus)	533	UP000286746: Unassembled WGS sequence
A0A401YZP7	A0A401YZP7	unreviewed	A0A401YZP7_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA EHYA_07784	Embleya hyalina	486	UP000286931: Unassembled WGS sequence
A0A401ZM75	A0A401ZM75	unreviewed	A0A401ZM75_9CHLR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	KDAU_52590	Dictyobacter aurantiacus	317	UP000287224: Unassembled WGS sequence
A0A401ZV04	A0A401ZV04	unreviewed	A0A401ZV04_9CHLR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA KTT_05260	Tengunoibacter tsumagoiensis	489	UP000287352: Unassembled WGS sequence
A0A402C4Y9	A0A402C4Y9	unreviewed	A0A402C4Y9_RHOWR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Rhow_002126	Rhodococcus wratislaviensis (Tsukamurella wratislaviensis)	281	UP000287519: Unassembled WGS sequence
A0A402D4B8	A0A402D4B8	unreviewed	A0A402D4B8_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	CCAX7_12610	Capsulimonas corticalis	292	UP000287394: Chromosome
